employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_criminal_record,employee_origin_country,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,hostility_country_level,num_entries,num_unique_campus,entry_during_weekend,is_malicious
4,0,12,6,0,1,0,27,285,0,0,0,0,1,1,0,1
6,2,41,13,0,1,0,19,54,0,2,0,0,1,1,0,1
7,1,30,18,1,1,0,21,167,0,0,0,0,2,1,0,1
8,2,41,16,1,1,0,2,142,0,0,0,0,1,1,0,1
6,1,4,24,0,1,0,9,222,0,46,0,0,1,1,0,1
4,0,13,4,0,1,0,22,0,0,135,0,0,0,0,0,1
6,0,6,19,0,1,0,12,0,0,0,0,2,0,0,0,1
0,0,15,3,0,2,0,11,0,0,84,0,0,3,1,0,1
9,1,16,13,0,3,0,12,11,6,0,0,0,1,1,0,1
9,0,41,9,0,2,0,12,0,0,0,0,0,0,0,0,1
4,2,26,23,0,1,0,12,0,0,0,0,0,2,1,0,1
0,1,22,15,0,3,0,12,0,0,0,0,0,1,1,1,1
4,2,13,14,0,2,0,30,0,0,97,0,0,0,0,0,1
4,0,3,23,0,1,0,12,80,27,0,0,0,2,1,0,1
9,2,43,17,0,2,0,5,0,0,55,0,0,0,0,0,1
4,1,41,12,0,1,0,19,0,0,86,0,0,1,1,0,1
9,0,41,9,0,2,0,12,0,0,85,0,0,0,0,0,1
9,2,2,15,0,2,0,9,0,0,69,0,0,1,1,0,1
3,1,40,3,0,2,0,2,61,0,0,0,0,1,1,0,1
7,0,41,6,0,1,0,28,0,0,0,0,0,1,1,0,1
9,1,2,13,0,3,0,30,1,0,0,0,0,1,1,1,1
9,1,27,14,0,3,0,12,0,0,0,0,0,1,1,0,1
0,1,22,27,1,2,0,3,0,0,0,0,0,1,2,0,1
9,1,23,15,0,2,0,4,1,0,0,0,0,2,1,0,1
0,0,15,3,0,2,0,11,0,0,83,0,0,1,1,0,1
3,1,40,8,0,1,0,14,108,70,1,0,0,1,0,0,1
9,0,27,1,1,2,0,12,0,0,1,0,0,0,0,0,1
6,0,3,16,0,1,0,12,12,0,4,0,0,0,0,0,1
0,0,15,3,0,2,0,10,15,5,0,0,0,0,0,0,1
4,0,18,1,0,2,0,14,0,0,82,0,0,0,0,0,1
0,2,22,29,0,2,0,12,27,0,0,0,0,1,2,0,1
9,0,27,23,0,2,0,12,0,0,0,0,3,0,0,0,1
9,1,27,14,0,3,0,12,0,0,68,0,0,1,1,0,1
6,2,0,11,0,1,0,5,178,0,0,0,0,1,1,0,1
8,2,36,8,0,1,1,30,24,10,0,0,0,0,0,0,1
3,1,41,8,0,1,0,12,6,0,0,0,0,0,0,0,1
10,2,33,13,0,3,0,12,0,0,0,0,0,1,1,0,1
0,0,22,15,0,2,0,12,0,0,68,0,0,0,0,0,1
7,2,30,12,0,3,0,9,116,0,0,0,0,1,1,0,1
0,2,15,21,0,2,0,29,1,0,100,0,0,0,0,0,1
6,1,22,5,0,2,0,13,35,12,96,0,0,0,0,0,1
9,2,27,26,0,2,0,12,0,0,115,0,0,1,1,0,1
6,0,6,19,0,1,0,12,30,13,0,0,0,1,1,0,1
9,1,2,13,0,3,0,30,0,0,76,0,0,1,1,0,1
0,2,43,13,0,2,0,1,0,0,90,0,0,1,1,0,1
0,2,22,22,0,3,0,12,0,0,68,0,0,0,0,0,1
9,1,23,12,0,2,0,4,0,0,58,1,0,0,0,0,1
10,1,9,21,0,4,0,22,0,0,5,0,0,1,1,0,1
0,1,43,10,0,2,0,23,0,0,89,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,84,1,0,2,1,0,1
4,0,18,18,0,2,0,1,57,0,112,0,0,0,0,0,1
0,2,22,31,0,3,0,12,0,0,89,0,0,1,1,1,1
0,1,43,25,0,2,0,20,13,2,73,0,0,0,0,0,1
5,0,14,20,0,3,0,5,59,0,0,0,0,1,1,0,1
9,2,43,17,0,2,0,5,0,0,104,0,0,1,1,0,1
0,2,43,13,0,2,0,1,0,0,77,0,0,0,0,0,1
7,0,29,18,0,1,0,30,23,0,0,0,0,0,0,0,1
6,1,4,24,0,1,0,9,90,0,0,0,0,2,1,0,1
7,0,41,8,0,1,0,12,7,1,0,0,0,2,1,0,1
0,0,34,19,0,2,0,3,17,3,65,0,0,0,0,0,1
0,0,42,17,0,2,0,12,19,0,0,0,0,0,0,0,1
4,1,41,8,0,1,0,12,7,0,0,0,0,1,1,0,1
0,1,41,16,0,3,0,12,0,0,95,0,0,2,1,0,1
9,2,43,1,0,3,0,2,0,0,60,0,0,1,1,0,1
9,1,27,9,1,3,0,5,0,0,0,0,0,2,1,0,1
9,2,43,17,0,2,0,5,4,0,73,0,0,1,1,0,1
9,1,2,10,0,2,0,31,0,0,84,0,0,3,1,0,1
4,2,18,0,0,2,0,12,0,0,114,0,0,2,1,0,1
9,0,41,9,0,2,0,12,0,0,0,0,0,2,1,1,1
4,2,18,0,0,2,0,12,37,0,0,0,0,1,1,0,1
0,1,43,26,0,2,0,22,0,0,69,0,0,1,1,0,1
7,1,36,7,0,1,0,29,39,17,0,0,0,0,0,0,1
0,1,43,10,0,2,0,23,0,0,72,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,81,0,0,1,1,0,1
9,1,2,12,0,2,0,30,0,0,0,0,0,2,2,1,1
9,1,16,13,0,3,0,12,0,0,77,0,0,0,0,0,1
4,0,14,10,0,2,0,18,187,67,111,0,0,0,0,0,1
6,2,0,11,0,1,0,5,113,38,0,0,0,1,1,0,1
0,0,22,15,0,2,0,12,0,0,0,0,0,1,1,1,1
9,0,27,12,0,2,0,3,0,0,125,0,0,1,1,0,1
0,1,15,4,0,3,0,10,0,0,59,0,0,1,0,0,1
9,0,27,1,1,2,0,12,0,0,59,0,0,2,0,0,1
9,1,27,9,1,3,0,5,0,0,87,0,0,1,1,0,1
4,0,18,2,0,2,0,16,12,4,112,0,0,1,1,0,1
9,1,23,17,0,2,0,12,0,0,94,0,0,1,1,0,1
0,0,15,3,0,2,0,12,0,0,93,0,0,0,0,0,1
10,2,25,2,0,4,0,12,0,0,13,0,0,3,1,0,1
9,1,27,13,0,2,0,12,10,2,75,0,0,0,0,0,1
0,1,15,24,0,2,0,12,0,0,77,0,0,1,2,0,1
0,2,45,10,1,2,0,12,0,0,60,1,0,0,1,0,1
0,1,43,25,0,2,0,20,0,0,91,0,0,1,1,0,1
4,0,18,2,0,2,0,16,2,0,99,0,0,0,0,0,1
5,1,41,14,0,1,0,19,52,29,0,0,0,0,0,0,1
3,1,41,8,1,2,0,12,1,0,22,0,0,0,0,0,1
0,1,22,27,1,2,0,3,0,0,114,0,0,0,0,0,1
0,2,43,13,0,2,0,1,0,0,87,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,134,0,0,0,0,0,1
0,2,45,8,0,3,0,12,0,0,76,0,0,0,0,0,1
0,0,43,15,0,3,0,3,0,0,102,0,0,1,1,0,1
0,0,45,19,1,2,0,12,0,0,122,0,0,0,0,0,1
4,0,13,4,0,1,0,22,0,0,122,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,67,0,0,0,0,0,1
0,1,43,25,0,2,0,19,0,0,63,0,0,0,0,0,1
9,0,27,23,0,2,0,12,4,0,0,0,0,1,1,0,1
10,1,42,10,0,2,0,29,2,0,0,0,0,1,1,1,1
9,2,27,26,0,2,0,12,0,0,72,0,0,0,0,0,1
7,1,29,11,0,3,0,7,39,0,0,0,0,1,1,0,1
6,0,17,17,0,1,0,14,324,151,17,0,0,1,1,0,1
7,1,30,14,0,2,0,29,121,0,0,0,0,1,1,0,1
4,1,13,14,0,2,0,30,0,0,139,0,0,0,0,0,1
0,2,15,21,0,2,0,29,0,0,66,0,0,1,2,0,1
3,1,46,9,0,2,0,12,0,0,17,0,0,0,0,0,1
0,0,45,19,1,2,0,12,0,0,101,0,0,0,2,0,1
4,2,26,23,0,1,0,12,0,0,122,0,0,2,1,0,1
9,2,27,26,0,2,0,12,0,0,72,0,0,1,1,0,1
0,0,43,15,0,3,0,3,0,0,0,0,0,0,0,0,1
2,1,19,4,0,2,0,12,52,0,91,0,0,0,0,0,1
8,1,27,16,0,3,0,12,34,0,0,0,0,1,1,0,1
4,0,18,2,0,2,0,16,0,0,100,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,79,0,0,1,1,1,1
7,0,30,7,1,2,0,3,63,39,0,0,0,1,0,0,1
9,1,2,12,0,2,0,30,0,0,59,1,0,0,0,0,1
7,2,34,16,0,1,0,3,163,0,0,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,77,0,0,1,0,0,1
9,2,43,17,0,2,0,5,0,0,69,0,0,1,1,0,1
9,1,23,15,0,2,0,4,0,0,87,0,0,0,0,0,1
0,1,43,25,0,2,0,20,0,0,70,0,0,1,1,0,1
10,1,42,10,0,2,0,29,0,0,0,0,0,2,1,1,1
6,0,5,17,0,1,0,10,320,0,6,0,0,0,0,0,1
0,1,15,10,0,2,0,22,0,0,69,0,0,1,1,0,1
1,0,34,19,0,1,0,4,61,29,0,0,0,1,1,0,1
0,1,22,15,0,3,0,12,5,0,81,0,0,0,0,0,1
9,1,42,1,0,2,0,2,53,16,83,0,0,1,1,0,1
6,0,6,19,0,1,0,12,0,0,0,0,3,0,0,0,1
0,1,41,19,0,2,0,14,0,0,127,0,0,0,0,0,1
0,0,22,15,0,2,0,12,0,0,67,0,0,0,0,0,1
3,1,41,8,1,2,0,12,197,98,0,0,0,0,0,0,1
0,2,45,10,1,2,0,12,0,0,78,0,0,1,1,0,1
0,0,45,19,1,2,0,12,0,0,65,0,0,1,1,0,1
7,0,38,2,0,2,0,12,253,0,0,0,0,2,1,0,1
9,1,27,10,0,2,0,12,0,0,108,0,0,1,1,0,1
0,0,40,9,0,2,0,22,20,3,85,0,0,0,0,0,1
10,2,25,2,0,4,0,12,0,0,0,0,0,3,2,0,1
9,2,2,15,0,2,0,9,0,0,91,0,0,1,1,0,1
0,2,45,10,1,2,0,12,12,0,0,0,0,1,1,0,1
4,1,13,14,0,2,0,30,0,0,104,0,0,1,1,0,1
0,2,15,21,0,2,0,29,0,0,81,0,0,1,1,0,1
4,2,13,14,0,2,0,30,9,4,0,0,0,1,1,0,1
10,2,25,2,0,4,0,12,0,0,13,0,0,1,1,0,1
9,0,27,26,0,3,0,3,0,0,0,0,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,69,0,0,2,1,0,1
0,0,27,15,0,2,0,7,77,43,97,0,0,1,1,0,1
9,0,27,1,1,2,0,12,0,0,73,0,0,0,0,0,1
0,1,45,8,0,2,0,12,28,15,0,0,0,1,0,0,1
9,1,23,17,0,2,0,12,0,0,111,0,0,1,1,0,1
0,1,23,14,0,2,0,13,188,114,0,0,0,0,0,0,1
9,1,26,15,0,2,0,4,0,0,7,0,0,2,1,0,1
8,2,41,16,1,1,0,2,54,0,0,0,0,1,0,0,1
0,0,22,15,0,2,0,12,17,0,79,0,0,0,0,0,1
2,0,43,15,0,2,0,3,3,0,117,0,0,1,1,0,1
5,0,41,6,0,1,0,27,13,0,0,0,0,1,1,0,1
6,1,4,24,0,1,0,9,225,136,5,0,0,0,0,0,1
0,0,34,19,0,2,0,3,0,0,0,0,0,2,1,0,1
0,0,34,7,0,2,0,22,0,0,49,0,0,1,1,0,1
8,0,36,2,0,2,0,12,36,0,0,0,0,1,2,0,1
6,1,40,4,0,2,0,12,125,0,12,0,0,0,0,0,1
4,1,8,21,0,1,0,9,524,0,0,0,0,0,0,0,1
4,1,13,14,0,2,0,30,0,0,80,0,0,1,1,0,1
9,1,23,12,0,2,0,4,0,0,63,0,0,0,0,0,1
9,1,23,16,0,2,0,12,0,0,123,0,0,2,1,0,1
5,1,41,12,0,1,0,19,65,0,0,0,0,1,1,0,1
9,1,23,12,0,2,0,4,0,0,85,0,0,0,0,0,1
7,0,29,14,0,1,0,29,176,0,7,0,0,1,1,0,1
9,1,27,16,0,2,0,4,0,0,67,0,0,1,1,0,1
0,1,15,4,0,3,0,10,0,0,0,0,0,2,1,0,1
9,0,41,9,0,2,0,12,4,1,103,0,0,1,1,0,1
7,2,40,16,0,1,0,2,228,0,0,0,0,1,2,0,1
0,2,45,9,0,2,0,12,0,0,54,0,0,2,1,0,1
7,0,29,18,0,1,0,21,160,0,0,0,0,1,2,0,1
3,1,40,7,0,2,0,10,36,0,18,0,0,1,1,0,1
9,1,16,13,0,3,0,12,0,0,96,0,0,1,2,0,1
2,1,17,17,0,1,0,12,263,109,0,0,0,1,1,0,1
0,2,45,10,1,2,0,12,0,0,79,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,83,0,0,2,1,1,1
7,2,16,1,0,2,0,12,0,0,75,0,0,1,1,0,1
10,2,33,13,0,3,0,12,0,0,7,0,0,0,0,0,1
0,0,21,15,0,1,0,12,28,16,0,0,0,1,2,0,1
6,0,6,19,0,1,0,12,87,48,0,0,0,1,0,0,1
4,2,26,23,0,1,0,12,0,0,121,0,0,0,0,0,1
6,1,4,24,0,1,0,9,217,137,22,0,0,0,0,0,1
0,1,43,26,0,2,0,22,0,0,69,0,0,0,0,0,1
9,2,43,17,0,2,0,5,0,0,71,0,0,0,0,0,1
0,1,22,15,0,3,0,12,4,1,0,0,0,1,1,0,1
9,1,23,15,0,2,0,4,0,0,1,0,0,2,2,0,1
0,1,43,26,0,2,0,22,0,0,0,0,0,1,1,0,1
6,1,41,11,0,1,0,16,0,0,55,0,0,0,0,0,1
9,0,41,9,0,2,0,12,0,0,95,1,0,0,0,0,1
8,1,3,10,0,2,0,30,0,0,150,0,0,2,1,0,1
7,0,30,7,1,2,0,3,12,3,0,0,0,1,1,0,1
6,2,0,11,0,1,0,5,158,0,61,0,0,1,1,0,1
9,1,23,13,0,2,0,4,0,0,108,0,0,0,0,0,1
9,0,23,16,0,2,0,3,18,7,91,0,0,1,1,0,1
9,2,27,9,0,2,0,12,0,0,75,0,0,0,0,0,1
0,0,34,16,0,2,0,2,0,0,6,0,0,1,1,0,1
7,1,33,14,0,1,0,12,170,54,0,0,0,1,1,0,1
9,0,41,9,0,2,0,12,0,0,103,0,0,0,0,0,1
0,0,15,23,0,2,0,10,29,0,101,0,0,1,1,0,1
7,1,41,3,0,2,0,12,24,0,0,0,0,1,1,0,1
4,2,26,23,0,1,0,12,0,0,92,0,0,0,0,0,1
7,2,29,16,0,1,0,5,36,0,0,0,0,0,0,0,1
7,1,43,17,0,2,0,5,60,0,96,0,0,1,0,0,1
6,2,0,11,0,1,0,5,54,0,0,0,0,1,2,0,1
4,0,15,3,0,2,0,18,69,21,72,0,0,2,1,0,1
0,1,43,25,0,2,0,19,0,0,81,0,0,1,1,0,1
10,2,33,13,0,3,0,12,0,0,0,0,0,1,2,1,1
1,0,15,2,0,2,0,12,0,0,9,0,0,1,1,0,1
9,0,27,26,0,3,0,3,0,0,0,0,0,1,1,0,1
2,2,19,17,0,1,0,12,27,0,0,0,0,0,0,0,1
0,0,43,14,0,2,0,2,0,0,103,0,0,1,1,0,1
3,0,40,6,0,2,0,12,62,0,0,0,0,1,0,0,1
9,2,43,17,0,2,0,5,0,0,76,0,0,0,0,0,1
9,0,27,26,0,3,0,3,0,0,103,0,0,1,2,0,1
7,2,35,24,0,1,0,12,51,0,0,0,0,1,1,0,1
0,0,45,19,1,2,0,12,0,0,87,0,0,1,1,0,1
9,2,23,12,0,2,0,4,0,0,79,0,0,0,0,0,1
0,1,15,24,0,2,0,12,0,0,0,0,0,1,1,0,1
0,0,34,7,0,3,0,22,0,0,66,0,0,1,1,0,1
8,1,2,13,0,2,0,30,32,17,0,0,0,1,1,0,1
10,1,42,10,0,2,0,29,0,0,9,0,0,0,0,0,1
0,1,15,4,0,3,0,10,8,4,72,0,0,1,0,0,1
7,0,41,3,0,2,0,12,14,0,1,0,0,0,0,0,1
7,1,30,18,1,1,0,21,170,0,0,0,0,1,1,0,1
4,0,24,14,0,2,0,12,35,0,86,0,0,0,0,0,1
9,0,27,1,1,2,0,12,0,0,0,0,3,0,0,0,1
9,1,23,15,0,2,0,4,0,0,0,0,0,1,1,0,1
4,1,24,11,0,2,0,12,44,21,56,0,0,1,0,0,1
0,0,34,7,0,3,0,22,0,0,81,0,0,1,1,0,1
0,0,34,19,0,2,0,3,0,0,84,0,0,0,2,0,1
9,1,23,15,0,2,0,4,0,0,84,0,0,0,0,0,1
7,2,29,16,0,1,0,5,0,0,16,0,0,1,1,0,1
9,2,27,26,0,2,0,12,0,0,115,0,0,1,1,0,1
4,0,18,2,0,2,0,16,0,0,137,0,0,0,0,0,1
0,1,43,25,0,2,0,21,0,0,59,0,0,0,1,0,1
9,1,23,18,0,2,0,12,16,10,0,0,0,1,1,1,1
4,1,3,25,0,1,0,12,0,0,127,0,0,0,0,0,1
9,1,27,12,0,2,0,12,0,0,80,1,0,0,0,0,1
9,0,27,23,0,2,0,12,5,0,0,0,0,2,1,0,1
4,0,18,18,0,2,0,1,0,0,91,0,0,0,0,0,1
9,2,43,1,0,3,0,2,0,0,97,0,0,1,2,0,1
0,2,22,31,0,3,0,12,0,0,88,0,0,0,0,0,1
9,1,23,15,0,2,0,4,0,0,8,0,0,1,0,0,1
4,0,18,18,0,2,0,1,0,0,127,0,0,2,1,0,1
9,2,16,2,0,3,0,12,0,0,79,0,0,0,0,0,1
7,0,41,3,0,2,0,12,19,0,0,0,0,0,0,0,1
6,0,6,19,0,1,0,12,7,3,0,0,0,1,1,0,1
0,2,22,31,0,3,0,12,9,0,58,0,0,0,0,0,1
4,0,18,18,0,1,0,1,0,0,170,0,0,0,0,0,1
0,2,15,21,0,2,0,29,0,0,0,0,0,1,1,1,1
7,1,35,23,0,1,0,12,124,0,0,0,0,2,0,0,1
0,2,22,31,0,3,0,12,0,0,0,0,1,0,0,0,1
9,1,16,13,0,3,0,12,0,0,99,0,0,1,2,0,1
7,0,39,6,0,1,0,28,28,0,0,0,0,1,1,0,1
8,2,41,16,1,1,0,2,3,0,0,0,0,0,0,0,1
9,0,41,9,0,2,0,12,0,0,96,0,0,0,0,0,1
6,1,4,24,0,1,0,9,0,0,25,0,0,0,0,0,1
7,2,30,26,0,2,0,4,5,0,0,0,0,1,1,1,1
5,0,40,3,0,3,0,12,42,0,0,0,0,1,2,0,1
7,0,29,16,0,1,0,29,174,0,0,0,0,1,2,0,1
2,1,17,17,0,1,0,12,61,37,0,0,0,1,2,0,1
7,1,35,23,0,1,0,12,40,0,0,0,0,0,0,0,1
7,1,41,3,0,2,0,12,0,0,0,0,0,0,0,0,1
0,2,45,10,1,2,0,12,0,0,0,0,0,2,2,0,1
0,1,22,27,1,2,0,3,0,0,86,1,0,1,1,0,1
0,0,37,20,0,2,0,10,76,38,92,0,0,1,1,0,1
9,1,27,16,0,2,0,4,8,0,61,0,0,0,0,0,1
9,2,27,9,0,2,0,12,0,0,0,0,0,0,0,0,1
6,0,3,16,0,1,0,9,10,0,39,0,0,0,0,0,1
9,1,27,16,0,2,0,4,0,0,68,0,0,1,1,0,1
5,0,40,3,0,3,0,12,88,0,0,0,0,1,1,0,1
4,0,18,2,0,2,0,16,0,0,127,0,0,2,1,0,1
0,0,34,19,0,2,0,3,0,0,101,0,0,1,2,0,1
0,2,45,10,1,2,0,12,0,0,63,0,0,1,1,0,1
4,0,18,2,0,2,0,16,0,0,5,0,0,2,0,0,1
4,0,18,18,0,2,0,1,0,0,4,0,0,0,0,0,1
0,1,43,10,0,2,0,23,0,0,0,0,0,1,1,0,1
0,1,43,25,0,2,0,19,0,0,0,0,0,0,0,0,1
3,1,41,8,1,2,0,12,17,0,7,0,0,1,1,0,1
9,2,2,1,0,2,0,12,0,0,0,0,0,1,1,0,1
0,1,43,25,0,2,0,19,0,0,72,1,0,0,0,0,1
0,0,43,15,0,3,0,3,2,0,80,0,0,1,1,0,1
4,2,41,2,0,2,0,3,0,0,44,0,0,0,0,0,1
8,2,42,16,0,1,0,4,4,1,0,0,0,0,0,0,1
9,1,2,10,0,2,0,31,0,0,75,0,0,1,1,1,1
0,0,22,15,0,2,0,12,0,0,102,0,0,1,2,0,1
7,2,29,16,0,1,0,5,0,0,17,0,0,1,1,0,1
9,1,27,14,0,3,0,12,0,0,87,0,0,0,0,0,1
9,1,23,14,0,2,0,4,18,7,90,0,0,0,0,0,1
0,1,41,16,0,3,0,12,0,0,0,0,1,0,0,0,1
7,2,36,21,0,1,0,8,226,0,0,0,0,1,1,0,1
0,1,19,25,0,2,0,6,48,0,90,0,0,0,0,0,1
0,0,43,15,0,3,0,3,0,0,77,0,0,1,1,0,1
0,2,45,10,1,2,0,12,0,0,76,0,0,1,1,0,1
4,1,10,13,0,2,0,30,47,0,91,0,0,1,1,0,1
6,2,0,11,0,1,0,5,123,0,0,0,0,1,1,0,1
4,1,3,25,0,1,0,12,0,0,0,0,0,1,1,0,1
8,2,36,8,0,1,1,30,58,0,3,0,0,1,1,0,1
9,1,27,16,0,2,0,4,0,0,61,0,0,0,0,0,1
2,2,19,16,0,1,0,11,167,0,0,0,0,0,0,0,1
4,0,13,4,0,1,0,22,12,7,0,0,0,1,1,0,1
4,0,13,8,0,1,0,25,79,0,92,0,0,0,0,0,1
7,0,34,6,0,2,0,1,0,0,30,0,0,1,1,0,1
9,1,27,14,0,3,0,12,0,0,52,0,0,1,1,0,1
2,0,19,19,0,2,0,3,50,19,0,0,0,2,1,0,1
6,0,4,22,0,1,0,9,70,46,0,0,0,1,1,0,1
4,1,3,25,0,1,0,12,0,0,0,0,0,1,2,0,1
0,0,45,19,1,2,0,12,0,0,110,0,0,1,0,0,1
4,1,13,14,0,2,0,30,0,0,116,0,0,1,2,0,1
4,2,18,0,0,2,0,12,0,0,136,0,0,1,1,0,1
7,1,34,23,0,1,0,11,38,0,17,0,0,0,0,0,1
4,0,18,18,0,2,0,1,66,27,107,0,0,0,0,0,1
0,0,15,3,0,2,0,12,0,0,94,1,0,0,1,0,1
9,2,2,1,0,2,0,12,0,0,73,0,0,0,0,0,1
4,0,13,5,0,1,0,26,19,9,106,0,0,1,0,0,1
4,1,3,25,0,1,0,12,0,0,99,0,0,0,2,0,1
9,1,23,12,0,2,0,4,0,0,78,0,0,0,0,0,1
6,0,3,15,0,1,0,9,72,29,0,0,0,1,0,0,1
0,2,22,22,0,3,0,12,0,0,71,0,0,1,2,0,1
8,0,41,10,0,1,0,13,58,23,41,0,0,0,0,0,1
0,1,43,26,0,2,0,22,29,0,0,0,0,2,1,0,1
4,1,3,25,0,1,0,12,0,0,138,0,0,0,0,0,1
4,0,13,4,0,1,0,22,0,0,0,0,0,3,1,0,1
3,0,18,3,0,2,0,15,40,0,79,0,0,1,0,0,1
9,1,23,15,0,2,0,4,0,0,0,0,0,1,2,0,1
4,2,13,14,0,2,0,30,0,0,0,0,0,1,1,0,1
4,2,26,23,0,1,0,12,0,0,0,0,0,0,0,0,1
9,1,16,13,0,3,0,12,0,0,98,0,0,0,0,0,1
6,2,41,13,0,1,0,19,0,0,0,0,0,1,1,0,1
4,0,13,8,0,2,0,28,0,0,162,0,0,1,1,0,1
0,1,15,24,0,2,0,12,0,0,112,0,0,1,1,0,1
5,0,4,23,0,1,0,8,0,0,24,0,0,0,0,0,1
4,0,13,6,0,2,0,28,0,0,83,0,0,0,0,0,1
7,1,35,23,0,1,0,12,2,0,28,0,0,0,0,0,1
0,2,43,13,0,2,0,1,0,0,0,0,3,0,0,0,1
0,1,15,10,0,2,0,22,0,0,58,0,0,3,1,0,1
0,2,22,31,0,3,0,12,0,0,0,0,0,1,1,0,1
6,2,0,11,0,1,0,5,92,46,0,0,0,0,0,0,1
0,1,43,10,0,2,0,23,0,0,85,1,0,1,1,0,1
4,2,18,0,0,2,0,12,0,0,112,0,0,2,1,0,1
9,0,27,15,0,2,0,3,0,0,0,0,0,1,1,1,1
8,1,28,7,0,2,0,12,74,36,0,0,0,0,0,0,1
0,0,45,19,1,2,0,12,0,0,0,0,0,1,1,0,1
0,2,45,8,0,3,0,12,0,0,107,0,0,0,0,0,1
6,1,27,3,0,2,0,12,110,0,0,0,0,2,1,0,1
5,1,2,22,0,1,0,11,27,0,74,0,0,1,2,0,1
3,0,41,13,0,2,0,12,0,0,125,0,0,0,0,0,1
9,1,27,9,1,3,0,5,0,0,0,0,0,1,1,0,1
0,2,22,31,0,3,0,12,0,0,0,0,1,0,0,0,1
0,1,41,16,0,3,0,12,0,0,0,0,0,2,1,0,1
0,1,22,21,0,2,0,12,13,0,85,0,0,1,0,0,1
9,2,16,2,0,3,0,12,0,0,82,0,0,0,0,0,1
9,2,16,2,0,3,0,12,0,0,87,0,0,1,1,0,1
7,0,26,23,0,2,0,10,44,0,69,0,0,1,1,0,1
0,1,41,16,0,3,0,12,0,0,106,0,0,0,0,0,1
0,0,22,15,0,2,0,12,0,0,68,1,0,0,0,0,1
0,2,45,8,0,2,0,12,12,4,0,0,0,1,1,0,1
7,0,41,6,0,1,0,28,0,0,0,0,2,0,0,0,1
8,1,29,3,0,2,0,12,15,7,13,0,0,1,1,0,1
9,1,2,10,0,2,0,31,0,0,104,0,0,1,0,0,1
7,0,29,18,0,1,0,30,40,23,0,0,0,1,0,0,1
0,1,22,15,0,3,0,12,0,0,65,0,0,1,1,0,1
4,0,18,1,0,2,0,14,0,0,108,0,0,0,0,0,1
8,2,41,16,1,1,0,2,21,0,0,0,0,0,0,0,1
10,1,9,21,0,4,0,22,5,1,0,0,0,0,1,0,1
7,0,29,18,0,1,0,27,63,0,0,0,0,1,1,0,1
9,1,27,11,0,2,0,4,0,0,113,0,0,0,0,0,1
0,0,22,17,0,2,0,9,50,0,94,0,0,0,0,0,1
9,1,16,13,0,3,0,12,0,0,65,0,0,0,0,0,1
9,2,43,17,0,2,0,5,0,0,0,0,0,1,1,0,1
4,0,13,4,0,1,0,24,0,0,78,0,0,1,1,0,1
7,2,41,4,0,2,0,12,58,0,0,0,0,1,1,0,1
0,1,22,15,0,3,0,12,0,0,98,0,0,3,0,0,1
9,0,27,1,1,2,0,12,0,0,10,0,0,0,0,0,1
9,1,16,13,0,3,0,12,11,6,0,0,0,1,1,0,1
6,0,6,19,0,1,0,12,154,99,0,0,0,0,0,0,1
6,2,0,11,0,1,0,5,62,0,1,0,0,0,0,0,1
2,2,19,17,0,1,0,12,108,0,4,0,0,1,1,0,1
0,2,43,13,0,2,0,1,0,0,86,0,0,0,0,0,1
9,2,16,2,0,3,0,12,5,2,0,0,0,0,0,0,1
9,1,23,17,0,2,0,12,0,0,0,0,0,0,0,0,1
9,2,2,15,0,2,0,9,0,0,0,0,0,3,1,0,1
7,1,29,11,0,2,0,9,12,0,0,0,0,1,1,0,1
6,1,2,14,0,1,0,7,307,0,15,0,0,0,0,0,1
7,0,40,3,0,2,0,12,62,0,0,0,0,0,0,0,1
6,0,6,19,0,1,0,12,0,0,47,1,0,1,1,0,1
9,2,16,2,0,3,0,12,0,0,97,0,0,1,1,0,1
6,0,6,19,0,1,0,12,29,13,0,0,0,1,1,0,1
0,0,22,15,0,2,0,12,0,0,51,0,0,1,1,0,1
4,2,18,0,0,2,0,12,0,0,87,0,0,1,1,1,1
4,2,13,14,0,2,0,30,0,0,80,0,0,0,0,0,1
7,1,30,18,1,1,0,21,29,0,22,0,0,0,0,0,1
9,2,27,26,0,2,0,12,0,0,57,0,0,0,0,0,1
0,2,45,10,1,2,0,12,0,0,62,0,0,2,2,0,1
3,1,43,8,0,2,0,12,0,0,12,0,0,1,1,0,1
9,2,27,26,0,2,0,12,0,0,3,0,0,3,1,0,1
7,0,41,6,0,1,0,28,0,0,0,0,0,1,0,0,1
0,1,15,24,0,2,0,12,0,0,0,0,0,1,1,0,1
4,1,25,22,0,1,0,11,62,39,0,0,0,1,1,0,1
7,0,35,6,0,2,0,1,97,0,16,0,0,2,1,0,1
